respondent_id,survey_weight,school_enrollment,employment_status,prepared_for_independence,advice_finances,advice_career,advice_mental_health,advice_physical_health,advice_friendships,relies_on_parents_emotionally,phone_video_frequency,text_frequency,in_person_frequency,financial_independence,received_financial_help,lives_with_parents,relationship_rating,true_self_with_parent,parent_relies_on_child_emotionally,knows_parent_beyond_parent_role,parent_involvement_level,communication_satisfaction,age_group,gender,education_level,race_ethnicity,marital_status,income_tier,census_region
202001008931,1.1373088211923827,4-year college or graduate school,Not currently working for pay,A fair amount,Extremely often,Sometimes,Sometimes,Rarely,Sometimes,Not much,At least once a day,At least once a day,Once a month,Not at all,Yes,Does not live with a parent,Good,All of the time,Not much,Somewhat well,As involved as desired,About as often as desired,18–29,Woman,Some college,"Other or multiracial, non-Hispanic",Never married,Upper income,Midwest
202001009105,0.1750382942179814,Not enrolled in school,Not currently working for pay,A great deal,Rarely,Sometimes,Never,Never,Rarely,Not much,A few times a month,A few times a week,A few times a month,Completely,No,Does not live with a parent,Excellent,All of the time,Not much,Very well,As involved as desired,About as often as desired,30–34,Woman,College graduate or higher,"White, non-Hispanic",Married,Middle income,Northeast
202001009124,0.1706866334130248,Not enrolled in school,Working full time,Some,Very often,Extremely often,Rarely,Sometimes,Very often,A fair amount,A few times a week,At least once a day,A few times a week,Completely,No,Does not live with a parent,Good,Some of the time,Not at all,Very well,As involved as desired,About as often as desired,30–34,Woman,College graduate or higher,"White, non-Hispanic",Married,Middle income,Midwest
202001009167,1.5797900149215591,Not enrolled in school,Working part time,Some,Rarely,Never,Rarely,Rarely,Rarely,Not at all,Never,Less than once a month,A few times a month,Completely,No,Does not live with a parent,Poor,Rarely,Not at all,Not well at all,Less involved than desired,Less often than desired,30–34,Woman,Some college,"White, non-Hispanic",Married,Lower income,South
202001009243,0.3873624470244491,Not enrolled in school,Working full time,A fair amount,Very often,Sometimes,Sometimes,Rarely,Sometimes,Not much,A few times a month,A few times a week,A few times a week,Completely,No,Does not live with a parent,Very good,Most of the time,Not much,Very well,As involved as desired,About as often as desired,18–29,Man,College graduate or higher,"Asian, non-Hispanic",Married,Middle income,South
202001009564,0.2038535470638659,Not enrolled in school,Not currently working for pay,A fair amount,Extremely often,Very often,Sometimes,Sometimes,Rarely,A fair amount,,,,Mostly,No,Lives with all parents,Very good,Most of the time,Not much,Not too well,As involved as desired,Less often than desired,30–34,Woman,College graduate or higher,"Other or multiracial, non-Hispanic",Never married,Middle income,West
202001009886,0.3851565682695873,Not enrolled in school,Working full time,Not much,Never,Never,Never,Never,Never,Not much,A few times a month,A few times a month,Less than once a month,Completely,No,Does not live with a parent,Good,Most of the time,Not much,Somewhat well,Less involved than desired,Less often than desired,18–29,Woman,College graduate or higher,"White, non-Hispanic",Never married,Lower income,Midwest
202001009998,0.2842629787124751,Not enrolled in school,Working part time,Some,Sometimes,Sometimes,Sometimes,Never,Never,A fair amount,A few times a week,A few times a week,A few times a month,Completely,Yes,Does not live with a parent,Good,Some of the time,Some,Somewhat well,As involved as desired,About as often as desired,30–34,Woman,Some college,"White, non-Hispanic",Divorced,Lower income,West
202001010220,1.9143100808100968,2-year college or technical school,Not currently working for pay,Not much,Very often,Sometimes,Never,Never,Never,Not at all,A few times a week,At least once a day,A few times a week,Somewhat,Yes,Does not live with a parent,Very good,Most of the time,Some,Somewhat well,As involved as desired,About as often as desired,18–29,Woman,Some college,"White, non-Hispanic",Living with a partner,Middle income,Midwest
202001010274,2.055529748161418,2-year college or technical school,Working full time,Not much,Extremely often,Very often,Very often,Very often,Rarely,Some,A few times a month,A few times a week,A few times a week,Completely,Yes,Does not live with a parent,Poor,Never,Not at all,Not well at all,Less involved than desired,Less often than desired,18–29,Woman,High school or less,"White, non-Hispanic",Married,Middle income,Midwest
202001010665,0.8760369175844402,Not enrolled in school,Working full time,Some,Sometimes,Rarely,Rarely,Sometimes,Sometimes,A fair amount,A few times a month,A few times a month,Less than once a month,Somewhat,No,Does not live with a parent,Very good,All of the time,Some,Very well,As involved as desired,About as often as desired,30–34,Woman,High school or less,"Black, non-Hispanic",Living with a partner,Middle income,Midwest
202001010764,2.266670060151571,Not enrolled in school,Working full time,A great deal,Extremely often,Extremely often,Extremely often,Rarely,Extremely often,A great deal,A few times a month,At least once a day,Less than once a month,Mostly,Yes,Does not live with a parent,Excellent,All of the time,Some,Extremely well,As involved as desired,About as often as desired,18–29,Woman,College graduate or higher,"White, non-Hispanic",Living with a partner,Middle income,West
202001011002,0.7701064227872181,4-year college or graduate school,Working full time,A great deal,Sometimes,Sometimes,Rarely,Rarely,Rarely,Not much,A few times a month,A few times a week,A few times a month,Completely,Yes,Does not live with a parent,Very good,Some of the time,Some,Somewhat well,As involved as desired,About as often as desired,18–29,Man,College graduate or higher,"White, non-Hispanic",Living with a partner,Middle income,South
202001011159,0.3871066542255001,4-year college or graduate school,Working full time,A great deal,Extremely often,Extremely often,Very often,Sometimes,Very often,A fair amount,A few times a week,At least once a day,A few times a month,Somewhat,Yes,Does not live with a parent,Very good,All of the time,A fair amount,Somewhat well,As involved as desired,Less often than desired,18–29,Woman,College graduate or higher,Hispanic,Never married,Lower income,South
202001011474,3.1430081490150648,Not enrolled in school,Working full time,Not much,Never,Rarely,Never,Never,Never,Not at all,Once a month,Never,Less than once a month,Completely,No,Does not live with a parent,Good,Some of the time,Not at all,Not too well,Less involved than desired,Less often than desired,30–34,Man,Some college,"White, non-Hispanic",Married,Lower income,South
202001011622,1.5627376003543534,2-year college or technical school,Working full time,Not at all,Rarely,Rarely,Never,Never,Never,Not much,A few times a week,A few times a week,A few times a month,Completely,Yes,Does not live with a parent,Excellent,All of the time,Not much,Somewhat well,As involved as desired,Less often than desired,30–34,Woman,Some college,"White, non-Hispanic",Never married,Lower income,West
202001011747,0.2504074524555056,Not enrolled in school,Working full time,A great deal,Very often,Extremely often,Very often,Sometimes,Very often,A great deal,A few times a week,A few times a week,A few times a month,Mostly,Yes,Does not live with a parent,Excellent,All of the time,A fair amount,Very well,As involved as desired,About as often as desired,30–34,Woman,College graduate or higher,"White, non-Hispanic",Living with a partner,Middle income,West
202001011776,0.1667074012170111,Not enrolled in school,Working full time,A fair amount,Sometimes,Very often,Very often,Sometimes,Sometimes,A great deal,A few times a month,A few times a week,At least once a day,Completely,No,Lives with at least one parent,Excellent,All of the time,A fair amount,Extremely well,As involved as desired,About as often as desired,30–34,Woman,College graduate or higher,"White, non-Hispanic",Married,Middle income,Northeast
202001011869,0.2796130277296965,Not enrolled in school,Working full time,A great deal,Sometimes,Rarely,Rarely,Sometimes,Rarely,Not at all,A few times a month,A few times a month,Less than once a month,Completely,No,Does not live with a parent,Good,Most of the time,Some,Somewhat well,As involved as desired,About as often as desired,30–34,Man,College graduate or higher,"White, non-Hispanic",Never married,,
202001011912,4.663178715472028,Not enrolled in school,Working part time,A fair amount,Very often,Very often,Sometimes,Sometimes,Very often,A fair amount,A few times a month,A few times a week,Less than once a month,Mostly,Yes,Does not live with a parent,Very good,Most of the time,Some,Very well,As involved as desired,About as often as desired,18–29,Woman,High school or less,"White, non-Hispanic",Never married,Lower income,West
202001011951,3.27820131458645,Not enrolled in school,Working full time,A fair amount,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Not much,A few times a week,A few times a week,A few times a month,Mostly,Yes,Does not live with a parent,Excellent,Most of the time,A fair amount,Extremely well,Less involved than desired,Less often than desired,18–29,Woman,High school or less,"White, non-Hispanic",Married,Lower income,Midwest
202001011968,0.6861894408976402,Not enrolled in school,Working full time,A fair amount,Never,Never,Never,Rarely,Never,Not at all,,,,Completely,Yes,Lives with all parents,Fair,Rarely,Not at all,Somewhat well,More involved than desired,About as often as desired,18–29,Woman,College graduate or higher,"Other or multiracial, non-Hispanic",Never married,Middle income,Midwest
202001012055,0.3231571098751911,Not enrolled in school,Not currently working for pay,A fair amount,Never,Sometimes,Sometimes,Sometimes,Rarely,Some,A few times a month,A few times a week,Less than once a month,Completely,No,Does not live with a parent,Very good,All of the time,Not much,Very well,As involved as desired,About as often as desired,30–34,Woman,College graduate or higher,"White, non-Hispanic",Married,Upper income,South
202001012198,2.957664827565899,Not enrolled in school,Working full time,A great deal,Very often,Sometimes,Never,Never,Rarely,Some,A few times a month,A few times a week,At least once a day,Mostly,Yes,Lives with at least one parent,Very good,Most of the time,Some,Somewhat well,As involved as desired,About as often as desired,18–29,Man,College graduate or higher,"White, non-Hispanic",Never married,Lower income,South
202001012380,0.3444063795068462,4-year college or graduate school,Not currently working for pay,A great deal,Extremely often,Rarely,Rarely,Never,Never,Not much,A few times a month,A few times a month,Less than once a month,Completely,No,Does not live with a parent,Fair,Some of the time,A great deal,Extremely well,Less involved than desired,Less often than desired,30–34,Man,College graduate or higher,Hispanic,Living with a partner,Lower income,West
202001012687,0.1688625614169651,2-year college or technical school,Working full time,A great deal,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,A fair amount,At least once a day,At least once a day,A few times a week,Completely,Yes,Does not live with a parent,Excellent,All of the time,Not much,Extremely well,As involved as desired,About as often as desired,30–34,Woman,Some college,"Asian, non-Hispanic",Married,Middle income,South
202001012798,0.3294460368345339,Not enrolled in school,Working full time,A great deal,Very often,Rarely,Rarely,Rarely,Rarely,Some,A few times a week,A few times a month,A few times a week,Mostly,No,Does not live with a parent,Good,Some of the time,Not much,Not too well,Less involved than desired,About as often as desired,30–34,Woman,College graduate or higher,"Other or multiracial, non-Hispanic",Never married,Middle income,West
202001012905,3.047556497769972,Not enrolled in school,Working part time,Some,Sometimes,Very often,Very often,Very often,Sometimes,Some,A few times a month,A few times a week,Less than once a month,Mostly,Yes,Does not live with a parent,Very good,Some of the time,Some,Somewhat well,As involved as desired,About as often as desired,18–29,Woman,Some college,"Asian, non-Hispanic",Living with a partner,Lower income,Midwest
202001012943,1.0041416988841,Not enrolled in school,Working full time,A fair amount,Never,Very often,Rarely,Sometimes,Very often,Some,A few times a week,At least once a day,Less than once a month,Mostly,Yes,Does not live with a parent,Excellent,All of the time,A fair amount,Extremely well,As involved as desired,About as often as desired,18–29,Woman,Some college,"White, non-Hispanic",Living with a partner,Middle income,Midwest
202001013044,1.3489379076679362,Not enrolled in school,Working full time,A fair amount,Sometimes,Sometimes,Extremely often,Very often,Very often,A fair amount,At least once a day,At least once a day,At least once a day,Mostly,Yes,Lives with at least one parent,Excellent,All of the time,A great deal,Extremely well,As involved as desired,About as often as desired,18–29,Woman,High school or less,"White, non-Hispanic",Never married,Middle income,South
202001013225,6.314159461681934,Not enrolled in school,Working full time,A great deal,Extremely often,Extremely often,Extremely often,Extremely often,Extremely often,A great deal,A few times a month,A few times a month,A few times a month,Completely,No,Lives with at least one parent,Excellent,Some of the time,A great deal,Somewhat well,Less involved than desired,More often than desired,30–34,Man,High school or less,Hispanic,Divorced,Lower income,South
202001013237,3.6081436410768863,2-year college or technical school,Not currently working for pay,A great deal,Sometimes,Sometimes,Very often,Extremely often,Sometimes,A great deal,,,,A little,Yes,Lives with all parents,Excellent,All of the time,Not much,Extremely well,As involved as desired,About as often as desired,18–29,Man,Some college,Hispanic,Never married,Lower income,West
202001013255,3.249303233528924,Not enrolled in school,Not currently working for pay,Not much,Never,Rarely,Rarely,Very often,Rarely,A fair amount,Less than once a month,Less than once a month,Less than once a month,Not at all,Yes,Lives with at least one parent,Excellent,All of the time,A fair amount,Very well,As involved as desired,About as often as desired,18–29,Woman,High school or less,"White, non-Hispanic",Never married,Lower income,South
202001013335,0.2181460113325562,Not enrolled in school,Working full time,A fair amount,Never,Rarely,Never,Sometimes,Sometimes,Not much,A few times a month,A few times a month,Less than once a month,Completely,No,Does not live with a parent,Very good,Most of the time,Not much,Not too well,Less involved than desired,About as often as desired,30–34,Man,College graduate or higher,"Black, non-Hispanic",Living with a partner,Upper income,Northeast
202001013505,0.2070714028878195,Not enrolled in school,Working full time,A great deal,Rarely,Very often,Never,Sometimes,Rarely,A great deal,At least once a day,At least once a day,Once a month,Completely,No,Does not live with a parent,Excellent,All of the time,A fair amount,Extremely well,As involved as desired,About as often as desired,30–34,Man,College graduate or higher,"White, non-Hispanic",Married,Middle income,Midwest
202001013703,1.584960697112564,4-year college or graduate school,Working full time,Not at all,Rarely,Rarely,Rarely,Rarely,Rarely,A great deal,A few times a month,A few times a week,Less than once a month,Completely,Yes,Does not live with a parent,Very good,All of the time,A fair amount,Somewhat well,Less involved than desired,Less often than desired,18–29,Woman,Some college,"Asian, non-Hispanic",Never married,Lower income,Northeast
202001013716,0.1372796441035468,2-year college or technical school,Working full time,Some,Sometimes,Sometimes,Rarely,Rarely,Sometimes,A fair amount,A few times a week,A few times a week,A few times a month,Mostly,Yes,Does not live with a parent,Good,Most of the time,Some,Very well,More involved than desired,About as often as desired,30–34,Woman,Some college,Hispanic,Never married,Lower income,South
202001013727,0.2653202842136092,Not enrolled in school,Working full time,A great deal,Sometimes,Sometimes,Never,Rarely,Sometimes,Not much,A few times a month,A few times a week,Less than once a month,Mostly,No,Does not live with a parent,Excellent,All of the time,Some,Very well,As involved as desired,About as often as desired,30–34,Man,College graduate or higher,"White, non-Hispanic",Married,Lower income,West
202001013909,2.8601191193306867,Not enrolled in school,Working full time,A great deal,Sometimes,Very often,Very often,Very often,Rarely,A fair amount,A few times a week,Once a month,A few times a week,Somewhat,No,Does not live with a parent,Excellent,All of the time,A fair amount,Extremely well,As involved as desired,About as often as desired,18–29,Woman,Some college,Hispanic,Living with a partner,Lower income,West
202001013935,0.2147769130520391,Not enrolled in school,Working full time,Some,Never,Never,Never,Never,Never,Not at all,Less than once a month,A few times a week,A few times a week,Completely,No,Does not live with a parent,Fair,Some of the time,Some,Not too well,As involved as desired,More often than desired,30–34,Man,College graduate or higher,"White, non-Hispanic",Married,Middle income,South
202001013964,1.659473911293872,Not enrolled in school,Working full time,Not at all,Never,Never,Never,Rarely,Never,Not much,At least once a day,Less than once a month,At least once a day,A little,Yes,Lives with at least one parent,Fair,Rarely,Some,Somewhat well,Less involved than desired,Less often than desired,30–34,Man,Some college,"White, non-Hispanic",Never married,Lower income,South
202001013979,0.6797316655449146,2-year college or technical school,Working full time,A fair amount,Rarely,Sometimes,Sometimes,Sometimes,Very often,Some,At least once a day,At least once a day,At least once a day,Somewhat,No,Lives with at least one parent,Very good,Most of the time,Not much,Very well,As involved as desired,About as often as desired,18–29,Woman,High school or less,"White, non-Hispanic",Never married,Middle income,South
202001014147,0.1397525853325033,Not enrolled in school,Working full time,A fair amount,Sometimes,Rarely,Never,Never,Rarely,Not much,Less than once a month,A few times a month,A few times a month,Mostly,Yes,Does not live with a parent,Excellent,All of the time,Not much,Extremely well,As involved as desired,About as often as desired,30–34,Man,College graduate or higher,"Other or multiracial, non-Hispanic",Never married,Upper income,Northeast
202001014335,2.760546232322493,2-year college or technical school,Working full time,A great deal,Very often,Sometimes,Sometimes,Very often,Sometimes,A fair amount,At least once a day,A few times a week,A few times a week,Completely,Yes,Does not live with a parent,Good,All of the time,Some,Very well,As involved as desired,About as often as desired,18–29,Woman,Some college,"White, non-Hispanic",Never married,Lower income,Midwest
202001014372,1.7521298158024143,Not enrolled in school,Working full time,A fair amount,Sometimes,Sometimes,Rarely,Rarely,Rarely,Not at all,Less than once a month,A few times a month,Less than once a month,Completely,No,Does not live with a parent,Good,Most of the time,Not much,Somewhat well,As involved as desired,Less often than desired,18–29,Man,Some college,"White, non-Hispanic",Living with a partner,Middle income,Midwest
202001014488,0.20132754913275,Not enrolled in school,Working full time,Some,Sometimes,Sometimes,Rarely,Rarely,Rarely,Not much,Once a month,A few times a month,Less than once a month,Completely,No,Does not live with a parent,Good,All of the time,Not much,Somewhat well,Less involved than desired,Less often than desired,30–34,Man,College graduate or higher,"White, non-Hispanic",Married,Middle income,Midwest
202001014868,6.314159461681934,Not enrolled in school,Working full time,A fair amount,Sometimes,Very often,Rarely,Sometimes,Never,Some,,,,Somewhat,Yes,Lives with all parents,Very good,Most of the time,Some,Very well,As involved as desired,About as often as desired,18–29,Woman,High school or less,"White, non-Hispanic",Never married,Middle income,Northeast
202001015036,0.2391607698910192,Not enrolled in school,Working full time,A great deal,Very often,Extremely often,Sometimes,Extremely often,Very often,A great deal,,,,Mostly,No,Lives with all parents,Poor,Some of the time,Some,Somewhat well,Less involved than desired,More often than desired,18–29,Woman,College graduate or higher,"Black, non-Hispanic",Never married,Middle income,South
202001015223,0.2813124474894409,Not enrolled in school,Working full time,Some,Extremely often,Sometimes,Sometimes,Extremely often,Sometimes,A fair amount,A few times a week,A few times a month,A few times a month,Completely,No,Does not live with a parent,Fair,All of the time,A fair amount,Extremely well,Less involved than desired,Less often than desired,30–34,Woman,High school or less,"Black, non-Hispanic",Never married,Lower income,South
202001015424,2.8043244839762163,Not enrolled in school,Not currently working for pay,A fair amount,Never,Very often,Rarely,Sometimes,Rarely,Not much,Once a month,Once a month,Never,A little,No,Does not live with a parent,Fair,Some of the time,A fair amount,Not too well,Less involved than desired,Less often than desired,18–29,Woman,High school or less,Hispanic,,Lower income,South
202001015469,0.3668287264682412,Not enrolled in school,Working full time,A great deal,Extremely often,Extremely often,Extremely often,Extremely often,Very often,A great deal,,,,Somewhat,Yes,Lives with all parents,Excellent,All of the time,A fair amount,Very well,As involved as desired,About as often as desired,30–34,Woman,College graduate or higher,"Other or multiracial, non-Hispanic",Never married,Lower income,West
202001015486,0.7407834225181639,Not enrolled in school,Working full time,Not much,Sometimes,Never,Never,Sometimes,Never,Not at all,,,,Somewhat,Yes,Lives with all parents,Good,Never,Not at all,Not well at all,As involved as desired,About as often as desired,30–34,Man,College graduate or higher,Hispanic,Never married,Lower income,South
202001015497,0.1542870684759673,Not enrolled in school,Working full time,A great deal,Rarely,Very often,Sometimes,Sometimes,Sometimes,Some,A few times a month,At least once a day,A few times a week,Completely,Yes,Does not live with a parent,Excellent,All of the time,Not much,Very well,As involved as desired,About as often as desired,30–34,Woman,College graduate or higher,"White, non-Hispanic",Married,Middle income,Midwest
202001015552,1.985819818916456,Not enrolled in school,Working part time,A great deal,Sometimes,Very often,Extremely often,Sometimes,Very often,A fair amount,A few times a week,At least once a day,A few times a week,Mostly,Yes,Does not live with a parent,Excellent,All of the time,A fair amount,Extremely well,As involved as desired,About as often as desired,30–34,Man,High school or less,"Black, non-Hispanic",Never married,Lower income,Midwest
202001015565,0.2991762891116373,Not enrolled in school,Working full time,A great deal,Rarely,Very often,Never,Sometimes,Never,Some,A few times a week,A few times a week,Less than once a month,Completely,No,Does not live with a parent,Very good,Most of the time,Not much,Very well,As involved as desired,About as often as desired,30–34,Woman,College graduate or higher,Hispanic,Married,Middle income,South
202001015566,0.3368248756342911,Not enrolled in school,Working part time,Not at all,Never,Sometimes,Rarely,Rarely,Rarely,Not much,Never,A few times a month,Once a month,Completely,No,Does not live with a parent,Fair,Never,Some,Somewhat well,As involved as desired,More often than desired,30–34,Woman,College graduate or higher,"White, non-Hispanic",Married,Lower income,Midwest
202001016000,0.3041570441721652,Not enrolled in school,Not currently working for pay,A fair amount,Never,Rarely,Never,Sometimes,Never,Not much,A few times a week,At least once a day,A few times a week,Completely,No,Does not live with a parent,Very good,Most of the time,Not at all,Somewhat well,As involved as desired,About as often as desired,30–34,Woman,College graduate or higher,"Asian, non-Hispanic",Married,Middle income,South
202001016089,1.397006055799917,4-year college or graduate school,Not currently working for pay,A great deal,Sometimes,Sometimes,Sometimes,Very often,Sometimes,A fair amount,,,,A little,Yes,Lives with all parents,Excellent,Most of the time,A fair amount,Very well,As involved as desired,About as often as desired,18–29,Man,Some college,"Other or multiracial, non-Hispanic",Never married,Upper income,Northeast
202001016204,3.312487886281695,Not enrolled in school,Working full time,A fair amount,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Some,A few times a week,A few times a week,Once a month,Completely,Yes,Does not live with a parent,Fair,Rarely,A great deal,Extremely well,As involved as desired,About as often as desired,18–29,Woman,Some college,"White, non-Hispanic",Living with a partner,Middle income,Midwest
202001016416,2.836139959076581,Not enrolled in school,Working part time,A fair amount,Rarely,Very often,Rarely,Sometimes,Sometimes,Not much,,,,Somewhat,No,Lives with all parents,Good,Most of the time,A great deal,Somewhat well,More involved than desired,About as often as desired,18–29,Man,College graduate or higher,"White, non-Hispanic",Never married,Lower income,Midwest
202001016443,0.3522223434218041,Not enrolled in school,Working full time,A fair amount,Sometimes,Rarely,Sometimes,Very often,Rarely,Some,A few times a week,A few times a week,Less than once a month,Mostly,No,Does not live with a parent,Very good,Rarely,A fair amount,Somewhat well,As involved as desired,About as often as desired,18–29,Man,College graduate or higher,Hispanic,Living with a partner,Middle income,South
202001016470,1.321548092337865,Not enrolled in school,Working full time,A great deal,Very often,Very often,Never,Sometimes,Sometimes,Some,A few times a week,At least once a day,A few times a month,Completely,No,Does not live with a parent,Very good,Some of the time,Some,Very well,As involved as desired,About as often as desired,18–29,Woman,College graduate or higher,"White, non-Hispanic",Never married,Middle income,Northeast
202001016602,4.775681431657238,4-year college or graduate school,Not currently working for pay,A fair amount,Extremely often,Sometimes,Rarely,Sometimes,Sometimes,Not much,A few times a week,A few times a week,A few times a month,A little,Yes,Lives with at least one parent,Very good,Most of the time,Not at all,Somewhat well,As involved as desired,About as often as desired,18–29,Man,Some college,"White, non-Hispanic",Never married,Lower income,Midwest
202001016620,0.9346859751557078,Not enrolled in school,Working full time,A fair amount,Very often,Very often,Very often,Very often,Rarely,A fair amount,At least once a day,At least once a day,A few times a month,Somewhat,No,Does not live with a parent,Excellent,Some of the time,Some,Very well,As involved as desired,About as often as desired,30–34,Man,College graduate or higher,"White, non-Hispanic",Married,Middle income,Northeast
202001016682,0.7727376640273981,Not enrolled in school,Not currently working for pay,A fair amount,Rarely,Sometimes,Rarely,Rarely,Rarely,A fair amount,,,,Somewhat,Yes,Lives with all parents,Very good,Most of the time,Not much,Somewhat well,As involved as desired,About as often as desired,30–34,Man,College graduate or higher,"White, non-Hispanic",Living with a partner,Upper income,Midwest
202001016986,4.38526567605629,Not enrolled in school,Working full time,Not much,Very often,Very often,Sometimes,Never,Rarely,Some,,,,Somewhat,Yes,Lives with all parents,Very good,Most of the time,Some,Somewhat well,Less involved than desired,Less often than desired,18–29,Man,High school or less,Hispanic,Never married,,South
202001017056,0.2873786552170826,Not enrolled in school,Working full time,A fair amount,Very often,Sometimes,Rarely,Sometimes,Sometimes,A fair amount,A few times a week,At least once a day,Less than once a month,Mostly,Yes,Does not live with a parent,Good,Some of the time,Some,Somewhat well,Less involved than desired,About as often as desired,18–29,Woman,College graduate or higher,"White, non-Hispanic",Living with a partner,Middle income,Midwest
202001017061,0.2348744305191096,Not enrolled in school,Working part time,Some,Sometimes,Rarely,Never,Never,Never,Not at all,A few times a month,Once a month,Less than once a month,Mostly,Yes,Does not live with a parent,Poor,Rarely,A great deal,Very well,As involved as desired,About as often as desired,30–34,Woman,College graduate or higher,"White, non-Hispanic",Married,Middle income,Midwest
202001017106,3.554468090695649,Not enrolled in school,Working part time,Not much,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Some,A few times a month,A few times a week,A few times a month,A little,Yes,Does not live with a parent,Fair,Rarely,A fair amount,Somewhat well,As involved as desired,More often than desired,18–29,Woman,Some college,"White, non-Hispanic",Never married,Lower income,Midwest
202001017138,3.79092582320313,Not enrolled in school,Not currently working for pay,Not much,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Some,,,,Mostly,Yes,Lives with all parents,Very good,All of the time,Some,Somewhat well,As involved as desired,About as often as desired,18–29,Woman,High school or less,Hispanic,Married,Lower income,South
202001017265,0.2148566763247966,Not enrolled in school,Working full time,A fair amount,Sometimes,Very often,Sometimes,Sometimes,Very often,Not much,A few times a week,A few times a week,At least once a day,Completely,No,Does not live with a parent,Very good,Most of the time,A great deal,Extremely well,More involved than desired,About as often as desired,30–34,Woman,Some college,Hispanic,Never married,Middle income,West
202001017475,0.1429420401159327,Not enrolled in school,Working full time,A great deal,Very often,Sometimes,Extremely often,Sometimes,Extremely often,A great deal,A few times a month,A few times a month,Less than once a month,Completely,Yes,Does not live with a parent,Excellent,All of the time,Not much,Very well,As involved as desired,About as often as desired,30–34,Woman,College graduate or higher,"White, non-Hispanic",Never married,Middle income,Northeast
202001017508,0.2236070808163231,Not enrolled in school,Working full time,Some,Never,Never,Never,Never,Never,Not at all,Once a month,A few times a week,Less than once a month,Completely,No,Does not live with a parent,Poor,Some of the time,Not much,Not well at all,As involved as desired,About as often as desired,30–34,Woman,College graduate or higher,"White, non-Hispanic",Married,Upper income,South
202001017658,0.0801047434821426,Not enrolled in school,Working full time,A great deal,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Not much,A few times a month,A few times a week,A few times a week,Completely,Yes,Does not live with a parent,Good,All of the time,Some,Extremely well,As involved as desired,More often than desired,30–34,Man,College graduate or higher,"Black, non-Hispanic",Never married,Middle income,South
202001017880,0.1795585613813074,Not enrolled in school,Working part time,A great deal,Rarely,Rarely,Never,Rarely,Never,Not much,A few times a month,A few times a week,Less than once a month,Completely,No,Does not live with a parent,Excellent,Some of the time,Not much,Very well,As involved as desired,About as often as desired,30–34,Woman,College graduate or higher,"White, non-Hispanic",Living with a partner,Middle income,Northeast
202001017921,0.250596469892815,Not enrolled in school,Working full time,A fair amount,Rarely,Sometimes,Never,Rarely,Never,Not at all,Less than once a month,A few times a week,Once a month,Mostly,Yes,Does not live with a parent,Very good,Most of the time,Not much,Very well,As involved as desired,About as often as desired,18–29,Woman,College graduate or higher,"White, non-Hispanic",Never married,Middle income,Midwest
202001018117,0.5430028545596919,Not enrolled in school,Working full time,A great deal,Very often,Extremely often,Extremely often,Sometimes,Very often,A great deal,A few times a week,A few times a week,Less than once a month,Completely,No,Does not live with a parent,Excellent,All of the time,Not much,Extremely well,As involved as desired,About as often as desired,30–34,Man,College graduate or higher,"White, non-Hispanic",Never married,Middle income,South
202001018126,0.5129563268665318,Not enrolled in school,Working full time,A great deal,Sometimes,Very often,Rarely,Very often,Sometimes,A fair amount,A few times a month,A few times a month,Less than once a month,Completely,No,Does not live with a parent,Good,Some of the time,A fair amount,Somewhat well,As involved as desired,About as often as desired,18–29,Woman,College graduate or higher,Hispanic,Living with a partner,Upper income,South
202001018382,0.514097734728221,Not enrolled in school,Working full time,Not much,Rarely,Very often,Rarely,Sometimes,Sometimes,Not much,A few times a week,A few times a week,At least once a day,Completely,No,Does not live with a parent,Very good,Most of the time,A great deal,Very well,More involved than desired,About as often as desired,18–29,Woman,College graduate or higher,"White, non-Hispanic",Living with a partner,Lower income,South
202001018410,3.2909218350948306,Not enrolled in school,Working full time,A fair amount,Sometimes,Sometimes,Never,Never,Never,Not at all,A few times a month,A few times a month,A few times a month,Completely,No,Does not live with a parent,Good,Most of the time,Some,Extremely well,As involved as desired,About as often as desired,30–34,Man,High school or less,"White, non-Hispanic",Never married,Lower income,West
202001018611,0.5123710521168475,Not enrolled in school,Working full time,A great deal,Very often,Sometimes,Never,Rarely,Rarely,A fair amount,A few times a week,A few times a week,A few times a month,Completely,No,Does not live with a parent,Excellent,All of the time,Some,Somewhat well,As involved as desired,About as often as desired,30–34,Man,College graduate or higher,"White, non-Hispanic",Married,Upper income,West
202001018782,0.2283238264107693,Not enrolled in school,Working full time,A fair amount,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Some,A few times a week,A few times a week,A few times a month,Completely,No,Does not live with a parent,Very good,Most of the time,A fair amount,Very well,As involved as desired,About as often as desired,30–34,Man,College graduate or higher,"White, non-Hispanic",Married,Upper income,Northeast
202001018846,0.0749829541597289,4-year college or graduate school,Working full time,A great deal,Sometimes,Sometimes,Never,Rarely,Rarely,Some,A few times a week,A few times a week,A few times a month,Mostly,No,Does not live with a parent,Good,Most of the time,Some,Very well,As involved as desired,About as often as desired,30–34,Woman,College graduate or higher,"White, non-Hispanic",Never married,Upper income,Midwest
