QKEY,INTERVIEW_START_W137,INTERVIEW_END_W137,DEVICE_TYPE_W137,LANG_W137,XSAMPLE_W137,XMARITAL_W137,XKIDS1_W137,XKIDS2_W137,XEVERMAR_W137,SCHLMOD_W137,LIVINGPAR2_W137,PARENTNUM_W137,PARENT_GEND_1_W137,PARENT_GEND_2_W137,PARENT_GEND_3_W137,PARENT_GEND_4_W137,PARENT_GEND_5_W137,PARENT_GEND_6_W137,PARENT_GEND_7_W137,PARENT_GEND_8_W137,PARENT_GEND_9_W137,PARENT_CONTACT_1_W137,PARENT_CONTACT_2_W137,PARENT_CONTACT_3_W137,PARENT_CONTACT_4_W137,PARENT_CONTACT_5_W137,PARENT_CONTACT_6_W137,PARENT_CONTACT_7_W137,PARENT_CONTACT_8_W137,PARENT_CONTACT_9_W137,DOV_PARENT_SELECT_W137,DOV_PARENT_GENDER_W137,CPREPARE_W137,CADVICE_a_W137,CADVICE_b_W137,CADVICE_c_W137,CADVICE_d_W137,CADVICE_e_W137,CADVICE_f_W137,CADVICE_g_W137,CADVICE_h_W137,CDISAGREE_a_W137,CDISAGREE_b_W137,CDISAGREE_c_W137,CDISAGREE_d_W137,CDISAGREE_e_W137,CDISAGREE_f_W137,CDISAGREE_g_W137,CDISAGREE_h_W137,CEMOTIONAL1_W137,CLIVEPAR1_W137,CCOMMPAR1_a_W137,CCOMMPAR1_b_W137,CCOMMPAR1_c_W137,EMPLSIT_W137,MARRYPREF1_W137,CMARRY2_W137,CHILDPREF_W137,CCHILD_W137,CFINANCES1_W137,CFINANCES2_W137,CFINANCES3_W137,CFINANCES4_a_W137,CFINANCES4_b_W137,CFINANCES4_c_W137,CFINANCES4_d_W137,CFINANCES4_e_W137,CFINANCES5_W137,CRATEREL_W137,CTRUSELF_W137,CEMOTIONAL2_W137,CPARKNOW_W137,CINVOLV_W137,CCOMMPAR2_W137,CLIVEPAR2_W137,CLIVEPAR3_a_W137,CLIVEPAR3_b_W137,CLIVEPAR3_c_W137,CLIVEPAR3_d_W137,CLIVEPAR3_e_W137,CLIVEPAR5_a_W137,CLIVEPAR5_b_W137,CHILDGRP_1_W137,CHILDGRP_1_REFUSED_W137,CHILDGRP_2_W137,CHILDGRP_2_REFUSED_W137,CHILDGRP_3_W137,CHILDGRP_3_REFUSED_W137,CHILD_AGE_1_RECODE_W137,CHILD_AGE_2_RECODE_W137,CHILD_AGE_3_RECODE_W137,CHILD_AGE_4_RECODE_W137,CHILD_AGE_5_RECODE_W137,CHILD_AGE_6_RECODE_W137,CHILD_AGE_7_RECODE_W137,CHILD_AGE_8_RECODE_W137,CHILD_AGE_9_RECODE_W137,CHILDTOTAL_W137,CHILD_GEND_1_W137,CHILD_GEND_2_W137,CHILD_GEND_3_W137,CHILD_GEND_4_W137,CHILD_GEND_5_W137,CHILD_GEND_6_W137,CHILD_GEND_7_W137,CHILD_GEND_8_W137,CHILD_GEND_9_W137,CHILD_CONTACT_1_W137,CHILD_CONTACT_2_W137,CHILD_CONTACT_3_W137,CHILD_CONTACT_4_W137,CHILD_CONTACT_5_W137,CHILD_CONTACT_6_W137,CHILD_CONTACT_7_W137,CHILD_CONTACT_8_W137,CHILD_CONTACT_9_W137,DOV_CHILD_SELECT_W137,DOV_CHILD_GENDER_W137,PSUCCESS_W137,PPREPARE_W137,PADVICE_a_W137,PADVICE_b_W137,PADVICE_c_W137,PADVICE_d_W137,PADVICE_e_W137,PADVICE_f_W137,PADVICE_g_W137,PDISAGREE_a_W137,PDISAGREE_b_W137,PDISAGREE_c_W137,PDISAGREE_d_W137,PDISAGREE_e_W137,PDISAGREE_f_W137,PDISAGREE_g_W137,PPASTADV_W137,PEMOTIONAL1_W137,PLIVECHILD1_W137,PCOMMCHILD1_a_W137,PCOMMCHILD1_b_W137,PCOMMCHILD1_c_W137,PFINANCES1_W137,PFINANCES2_W137,PFINANCES3_W137,PFINANCES4_W137,PRATEREL_W137,PTRUKNOW_W137,PEMOTIONAL2_W137,PFEEL_a_W137,PFEEL_b_W137,PFEEL_c_W137,PFEEL_d_W137,PCINVOLV_W137,PCOMMCHILD2_W137,PMONITOR_W137,PLIVECHILD2_W137,PLIVECHILD3_a_W137,PLIVECHILD3_b_W137,CDISABIL_W137,PMILESTONE1_a_W137,PMILESTONE1_b_W137,PMILESTONE1_c_W137,PMILESTONE1_d_W137,PMILESTONE2_W137,PMILESTONE3_W137,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTENDPER,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W137_CHILD,WEIGHT_W137_PARENT
201901051054,2023-10-29T12:16:01Z,2023-10-29T12:19:32Z,2,2,1,3,1,2,1,4.0,1.0,1.0,2.0,,,,,,,,,1.0,,,,,,,,,99.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,1.0,,1.0,3.0,4.0,3.0,3.0,3.0,4.0,,2.0,3.0,3.0,1.0,1.0,1.0,2.0,,,,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1,2,2,3,2,2,,1,1,1,1,3,1,1.0,1,1,2,,2,3,1,1,1,1.0,2,1,0.018203731119452,
201901052378,2023-11-01T13:26:50Z,2023-11-01T13:29:31Z,2,2,1,6,1,2,2,4.0,2.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,2.0,3.0,4.0,4.0,1.0,4.0,4.0,4.0,,3.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,2.0,1.0,,,,1.0,1.0,3.0,,,3.0,2.0,2.0,,,,,,2.0,3.0,2.0,4.0,4.0,1.0,3.0,2.0,2.0,5.0,4.0,3.0,,1.0,1.0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,5.0,1,1,1,3,2,1,8.0,2,5,3,4,6,2,1.0,2,3,2,,2,4,1,3,4,2.0,2,1,0.0949029808493274,
201901053317,2023-10-27T06:05:26Z,2023-10-27T16:24:44Z,2,1,1,1,1,2,1,4.0,2.0,2.0,1.0,2.0,,,,,,,,1.0,1.0,,,,,,,,1.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,,5.0,1.0,5.0,4.0,4.0,3.0,4.0,,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,,,,,1.0,,2.0,,,,,,1.0,2.0,2.0,3.0,3.0,1.0,3.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,8.0,3,1,1,2,4,1,1.0,1,1,3,1,1,1,1.0,1,2,1,,1,2,1,2,4,1.0,2,1,0.0395340663276349,
201901054806,2023-10-27T17:20:14Z,2023-10-27T17:25:01Z,2,2,1,3,2,2,1,2.0,2.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,3.0,2.0,1.0,4.0,3.0,1.0,2.0,,,1.0,2.0,1.0,4.0,3.0,2.0,,,2.0,1.0,,,,2.0,,,1.0,2.0,3.0,1.0,2.0,,,,,,1.0,2.0,5.0,2.0,4.0,2.0,1.0,1.0,4.0,5.0,4.0,3.0,,2.0,1.0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,5.0,2,1,1,2,3,2,,2,1,1,4,3,2,1.0,2,3,3,1.0,1,2,2,6,3,3.0,1,2,0.3678548499561717,
201901055806,2023-10-27T17:20:01Z,2023-10-27T17:36:20Z,2,2,1,2,1,2,2,4.0,2.0,2.0,1.0,2.0,,,,,,,,1.0,1.0,,,,,,,,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,5.0,,,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,8.0,2,1,2,2,3,1,1.0,2,1,3,4,2,1,2.0,1,5,3,1.0,1,2,1,1,3,1.0,2,1,0.0250522874867372,
201901057728,2023-10-29T00:52:36Z,2023-10-29T00:57:50Z,1,1,1,6,2,2,2,3.0,2.0,2.0,1.0,2.0,,,,,,,,1.0,1.0,,,,,,,,1.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,,,2.0,5.0,5.0,4.0,3.0,1.0,,,3.0,1.0,,,,3.0,1.0,5.0,1.0,5.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,4.0,4.0,,2.0,1.0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,9.0,1,1,2,1,5,1,1.0,1,1,3,1,6,2,2.0,2,4,2,,2,4,1,4,5,1.0,2,1,0.0484094729496526,
201901058348,2023-10-27T17:25:12Z,2023-11-01T11:35:42Z,2,1,1,2,2,2,2,4.0,2.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,2.0,4.0,3.0,3.0,3.0,3.0,,4.0,,2.0,3.0,3.0,4.0,4.0,,4.0,,3.0,3.0,2.0,3.0,2.0,1.0,1.0,4.0,2.0,3.0,1.0,,2.0,,,,,,1.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,9.0,2,1,2,1,5,1,1.0,1,99,3,1,2,2,2.0,2,6,3,2.0,2,4,1,3,4,1.0,2,1,0.060874496473647,
201901058827,2023-10-27T17:12:55Z,2023-10-27T18:16:26Z,2,1,1,2,2,2,2,3.0,2.0,2.0,1.0,2.0,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,,2.0,,3.0,3.0,3.0,2.0,1.0,,1.0,,2.0,3.0,2.0,2.0,2.0,2.0,1.0,5.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,5.0,1,1,2,2,4,1,7.0,2,5,3,4,2,12,,3,6,3,2.0,2,4,3,8,4,1.0,2,2,0.1378467030876514,
201901059731,2023-10-27T17:27:31Z,2023-10-27T17:32:59Z,2,2,1,2,1,2,2,4.0,2.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,,4.0,1.0,5.0,4.0,5.0,3.0,5.0,,4.0,3.0,2.0,3.0,2.0,1.0,6.0,1.0,1.0,5.0,,,1.0,,2.0,,,,,,1.0,1.0,1.0,3.0,1.0,2.0,3.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,5.0,2,2,2,1,6,1,99.0,2,4,3,4,2,2,99.0,2,3,4,2.0,2,3,3,2,3,2.0,1,1,0.018203731119452,
201901060067,2023-10-27T17:16:30Z,2023-10-27T17:19:31Z,2,1,1,2,2,2,2,4.0,1.0,1.0,2.0,,,,,,,,,1.0,,,,,,,,,99.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,,3.0,,4.0,2.0,3.0,5.0,4.0,,5.0,,3.0,3.0,2.0,1.0,3.0,1.0,1.0,5.0,2.0,3.0,1.0,,2.0,,,,,,1.0,1.0,2.0,3.0,1.0,3.0,3.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1,1,2,1,6,1,5.0,1,1,3,1,2,2,2.0,2,5,3,2.0,2,4,2,9,5,1.0,1,3,0.0249231473181678,
201901061849,2023-10-29T11:10:11Z,2023-10-29T11:15:05Z,2,1,1,6,2,2,2,4.0,1.0,1.0,2.0,,,,,,,,,1.0,,,,,,,,,99.0,2.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,,,3.0,2.0,4.0,6.0,4.0,5.0,,,5.0,2.0,1.0,4.0,1.0,1.0,1.0,5.0,3.0,5.0,2.0,3.0,2.0,,,,,,1.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,4.0,4.0,4.0,3.0,,1.0,1.0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,5.0,2,1,1,1,5,1,4.0,1,1,3,1,6,12,,3,6,3,2.0,2,3,1,2,3,1.0,2,1,0.0456648304165078,
201901062127,2023-10-29T14:29:29Z,2023-10-29T14:35:41Z,2,1,1,1,1,1,1,4.0,2.0,2.0,2.0,1.0,,,,,,,,1.0,2.0,,,,,,,,1.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,,3.0,2.0,2.0,2.0,4.0,3.0,4.0,,4.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,,,,,1.0,,2.0,,,,,,2.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,9.0,1,2,2,3,2,1,1.0,1,99,3,1,1,1,1.0,1,1,2,,2,3,2,1,1,1.0,1,1,0.018203731119452,
201901062163,2023-10-31T07:06:41Z,2023-10-31T07:11:41Z,2,2,1,6,2,2,2,4.0,2.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,2.0,1.0,4.0,1.0,5.0,1.0,3.0,5.0,,,4.0,2.0,2.0,5.0,5.0,3.0,,,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,,,,2.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,5.0,2,2,2,1,5,1,7.0,1,5,3,1,6,12,,3,5,3,2.0,2,4,1,4,4,1.0,1,2,0.018203731119452,
201901062237,2023-10-29T10:33:56Z,2023-10-29T15:18:26Z,2,2,1,1,2,2,1,4.0,1.0,1.0,2.0,,,,,,,,,1.0,,,,,,,,,99.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,,2.0,,1.0,1.0,3.0,1.0,2.0,,1.0,,3.0,3.0,2.0,2.0,6.0,1.0,,,1.0,4.0,1.0,,2.0,,,,,,2.0,1.0,1.0,3.0,2.0,3.0,3.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,5.0,1,1,2,1,5,1,8.0,2,1,3,4,1,2,1.0,2,3,3,2.0,2,3,3,9,3,1.0,2,99,0.0312626882346675,
201901062359,2023-10-28T00:03:15Z,2023-10-28T00:07:11Z,2,1,1,6,2,2,2,4.0,2.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,2.0,3.0,4.0,3.0,3.0,5.0,5.0,,,4.0,5.0,5.0,6.0,5.0,6.0,,,3.0,1.0,,,,3.0,3.0,4.0,3.0,5.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,5.0,4.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,,2.0,2.0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,5.0,1,2,2,1,5,1,7.0,1,1,3,1,6,2,2.0,2,6,4,1.0,1,1,3,5,1,1.0,2,1,0.0272695568878189,
201901064788,2023-10-28T12:30:20Z,2023-10-29T17:44:15Z,1,2,1,1,2,2,1,4.0,2.0,2.0,2.0,1.0,,,,,,,,1.0,2.0,,,,,,,,1.0,2.0,3.0,4.0,3.0,1.0,3.0,2.0,,5.0,,1.0,3.0,2.0,2.0,5.0,,4.0,,2.0,1.0,,,,1.0,,,2.0,5.0,1.0,,2.0,,,,,,2.0,1.0,1.0,4.0,5.0,1.0,3.0,2.0,3.0,4.0,4.0,5.0,3.0,1.0,1.0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,5.0,1,1,1,3,2,1,8.0,2,99,3,4,1,10,,3,6,4,2.0,2,4,3,1,5,1.0,2,1,0.0826250404066936,
201901067135,2023-10-27T22:46:01Z,2023-10-27T22:53:37Z,2,2,1,6,2,2,2,4.0,2.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,4.0,1.0,3.0,2.0,4.0,5.0,,,4.0,4.0,5.0,1.0,3.0,5.0,,,3.0,3.0,3.0,1.0,4.0,3.0,1.0,5.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,5.0,5.0,2.0,2.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,5.0,1,1,1,2,3,1,7.0,3,5,3,4,6,12,,3,6,3,1.0,1,2,3,4,3,2.0,2,1,0.0754856433645559,
201901067493,2023-10-28T14:23:49Z,2023-10-28T23:24:12Z,2,2,1,2,1,2,2,4.0,1.0,1.0,2.0,,,,,,,,,1.0,,,,,,,,,99.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,,1.0,2.0,3.0,3.0,4.0,3.0,2.0,,3.0,3.0,1.0,3.0,1.0,5.0,5.0,3.0,1.0,5.0,,,1.0,,2.0,,,,,,1.0,1.0,1.0,2.0,2.0,3.0,1.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,7.0,1,2,2,1,5,1,1.0,2,1,3,4,2,2,1.0,2,3,2,,2,3,3,1,3,2.0,2,1,0.0598800372446568,
201901067718,2023-10-28T16:24:43Z,2023-10-28T16:28:50Z,2,2,1,1,1,2,1,4.0,2.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,4.0,2.0,4.0,3.0,3.0,,4.0,3.0,3.0,3.0,5.0,5.0,4.0,,2.0,4.0,4.0,3.0,2.0,2.0,3.0,1.0,,,,,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,5.0,1,2,2,1,6,1,8.0,2,1,3,4,1,12,,3,5,4,2.0,2,4,1,4,4,1.0,2,2,0.018203731119452,
201901068274,2023-10-29T13:11:37Z,2023-10-29T13:17:34Z,2,2,1,1,1,2,1,4.0,2.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,,3.0,3.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,,,,,1.0,,2.0,,,,,,1.0,3.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1,1,2,2,3,1,4.0,2,1,3,4,1,12,,3,5,4,99.0,9,9,3,2,99,1.0,2,1,0.2857935977482783,
201901068501,2023-10-30T14:49:42Z,2023-10-30T14:54:08Z,2,2,1,1,1,2,1,4.0,2.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,5.0,5.0,5.0,3.0,5.0,,99.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,4.0,5.0,3.0,3.0,2.0,1.0,3.0,,,,,5.0,5.0,2.0,,,,,,2.0,1.0,3.0,5.0,3.0,1.0,2.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,8.0,2,1,2,2,3,1,1.0,1,1,3,1,1,1,1.0,1,2,2,,2,3,1,2,3,3.0,2,1,0.0393119476623869,
201901068764,2023-11-02T21:07:46Z,2023-11-02T21:15:53Z,1,2,1,2,99,99,2,4.0,2.0,2.0,1.0,2.0,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,,4.0,,5.0,4.0,5.0,5.0,5.0,,5.0,,3.0,2.0,5.0,4.0,5.0,1.0,1.0,5.0,,,1.0,,2.0,,,,,,2.0,1.0,2.0,4.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,5.0,1,1,2,2,3,1,8.0,1,1,3,1,2,2,2.0,2,5,3,2.0,2,3,3,2,3,1.0,2,99,0.0364095927624158,
201901069368,2023-10-29T11:14:54Z,2023-10-29T11:37:41Z,2,1,1,6,2,2,2,4.0,2.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,2.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,,,5.0,5.0,5.0,5.0,5.0,5.0,,,4.0,2.0,6.0,6.0,6.0,2.0,1.0,5.0,3.0,5.0,3.0,3.0,2.0,,,,,,2.0,4.0,4.0,5.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,,1.0,1.0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,7.0,2,1,1,2,4,1,1.0,1,5,3,1,6,12,,3,6,2,,2,3,1,2,3,1.0,2,1,0.0732306218335823,
201901070648,2023-10-24T21:54:32Z,2023-10-25T19:08:06Z,2,1,1,6,2,2,2,4.0,2.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,,,4.0,5.0,5.0,3.0,3.0,4.0,,,4.0,1.0,,,,1.0,1.0,4.0,1.0,2.0,4.0,3.0,2.0,,,,,,2.0,4.0,4.0,5.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,,2.0,2.0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,9.0,1,1,2,1,5,1,7.0,1,1,3,1,6,2,2.0,2,2,99,1.0,1,2,1,3,4,1.0,2,1,0.0569544451136345,
201901070770,2023-10-27T17:14:57Z,2023-10-27T17:22:05Z,1,1,1,6,2,2,2,4.0,2.0,2.0,1.0,2.0,,,,,,,,1.0,1.0,,,,,,,,1.0,2.0,3.0,5.0,5.0,3.0,3.0,5.0,5.0,,,5.0,3.0,5.0,6.0,5.0,6.0,,,3.0,1.0,,,,3.0,1.0,5.0,2.0,5.0,3.0,1.0,2.0,,,,,,1.0,1.0,1.0,5.0,5.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,,1.0,2.0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,5.0,1,1,1,3,2,1,8.0,1,1,3,1,6,1,1.0,1,6,1,,1,1,1,1,2,2.0,2,1,0.0779944585036276,
201901070798,2023-10-28T22:42:52Z,2023-10-28T22:47:42Z,2,1,1,1,1,2,1,4.0,2.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,5.0,5.0,4.0,5.0,5.0,,5.0,5.0,1.0,3.0,1.0,1.0,2.0,1.0,,,,,1.0,,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,99.0,1.0,1.0,3.0,3.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,5.0,3,1,2,3,2,1,1.0,4,1,3,4,1,2,1.0,2,4,2,,2,3,1,2,3,1.0,2,1,0.1379617123174075,
201901071319,2023-10-30T13:26:23Z,2023-11-02T22:29:57Z,2,1,1,6,2,2,2,3.0,2.0,2.0,1.0,2.0,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,,,5.0,3.0,3.0,5.0,5.0,6.0,,,4.0,2.0,6.0,6.0,6.0,2.0,2.0,5.0,2.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,4.0,5.0,5.0,3.0,3.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,5.0,2,1,2,1,5,1,97.0,3,4,3,4,6,12,,3,2,4,99.0,9,9,3,9,3,1.0,2,2,0.0375893430319722,
